job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_8575,267913.0,38.0,1,any,False
ph-application_1506638472019_8582,267975.0,47.0,1,any,False
ph-application_1506638472019_8587,268004.0,38.0,1,any,False
ph-application_1506638472019_8592,268029.0,48.0,1,any,False
ph-application_1506638472019_8602,268103.0,47.0,1,any,False
ph-application_1506638472019_8611,268171.0,46.0,1,any,False
ph-application_1506638472019_8616,268204.0,37.0,1,any,False
ph-application_1506638472019_8626,268284.0,42.0,1,any,False
ph-application_1506638472019_8651,268456.0,2544.0,1,any,False
ph-application_1506638472019_8657,268496.0,59.0,1,any,False
ph-application_1506638472019_8660,268536.0,44.0,1,any,False
ph-application_1506638472019_8688,268737.0,4376.0,1,any,False
ph-application_1506638472019_8694,268771.0,54.0,1,any,False
ph-application_1506638472019_8698,268795.0,48.0,1,any,False
ph-application_1506638472019_8699,268996.0,46583.0,8,any,False
ph-application_1506638472019_8703,269924.0,70.0,1,any,False
ph-application_1506638472019_8708,271106.0,2708.0,1,any,False
ph-application_1506638472019_8749,274544.0,2452.0,1,any,False
ph-application_1506638472019_8770,274725.0,3550.0,1,any,False
ph-application_1506638472019_8785,274819.0,3523.0,1,any,False
ph-application_1506638472019_8792,274862.0,3431.0,2,any,False
ph-application_1506638472019_8824,275059.0,2562.0,1,any,False
ph-application_1506638472019_8828,275097.0,2584.0,1,any,False
ph-application_1506638472019_8844,275239.0,2654.0,1,any,False
ph-application_1506638472019_8851,275320.0,2710.0,1,any,False
ph-application_1506638472019_8852,275323.0,63.0,1,any,False
ph-application_1506638472019_8866,275483.0,2782.0,1,any,False
ph-application_1506638472019_8889,275718.0,2750.0,1,any,False
